X,Y,Z,u_x,u_y,u_z
0,0,-1,0,0,0
0,0.400000005960464,-1,9.75848090487722e-06,2.2206702732168e-06,6.3923348347138e-07
0.00034800247522071,0,-1.0010279417038,0,0,0
0.00034800247522071,0.400000005960464,-1.0010279417038,9.76074461904005e-06,2.21008063047823e-06,6.40100853196521e-07
0.00117443001363426,0,-1.0019690990448,0,0,0
0.00117443001363426,0.400000005960464,-1.0019690990448,9.76268536532129e-06,2.18187593042102e-06,6.41963728483871e-07
0.00247188191860914,0,-1.00282144546509,0,0,0
0.00247188191860914,0.400000005960464,-1.00282144546509,9.76427653984527e-06,2.13638162276308e-06,6.44756836178928e-07
0.00422998797148466,0,-1.00358319282532,0,0,0
0.00422998797148466,0.400000005960464,-1.00358319282532,9.76551826274188e-06,2.07404281048619e-06,6.48422297121401e-07
0.00556751666590571,0,-0.994607210159302,0,0,0
0.00556751666590571,0.400000005960464,-0.994607210159302,9.7457832107116e-06,2.00585845063324e-06,6.51225160239158e-07
0.00643556658178568,0,-1.00425255298615,0,0,0
0.00643556658178568,0.400000005960464,-1.00425255298615,9.76627029820562e-06,1.99560151052794e-06,6.5289870185725e-07
0.0081087863072753,0,-0.99357682466507,0,0,0
0.0081087863072753,0.400000005960464,-0.99357682466507,9.74305549688282e-06,1.91131387590889e-06,6.56580373788358e-07
0.141327738761902,0,-1.00080537796021,0,0,0
0.141327738761902,0.400000005960464,-1.00080537796021,9.74731906592946e-06,-2.67701687177733e-06,9.54713884278728e-07
0.141490653157234,0,-0.99810379743576,0,0,0
0.141490653157234,0.400000005960464,-0.99810379743576,9.74085761567311e-06,-2.6913126940739e-06,9.55179604107843e-07
0.143935680389404,0,-1.00062203407288,0,0,0
0.143935680389404,0.400000005960464,-1.00062203407288,9.74765219668968e-06,-2.77027868965973e-06,9.60846182456149e-07
0.144061222672462,0,-0.998604416847229,0,0,0
0.144061222672462,0.400000005960464,-0.998604416847229,9.74273743698118e-06,-2.78111812905321e-06,9.61235773502306e-07
0.146094247698784,0,-1.0004688501358,0,0,0
0.146094247698784,0.400000005960464,-1.0004688501358,9.747759415428e-06,-2.84755847175647e-06,9.66057057857401e-07
0.146186217665672,0,-0.99902755022049,0,0,0
0.146186217665672,0.400000005960464,-0.99902755022049,9.74424625935362e-06,-2.85537997179405e-06,9.66293055563046e-07
0.147788688540459,0,-1.00034749507904,0,0,0
0.147788688540459,0.400000005960464,-1.00034749507904,9.74779782251519e-06,-2.90860569180669e-06,9.70070436282527e-07
0.147852584719658,0,-0.999365448951721,0,0,0
0.147852584719658,0.400000005960464,-0.999365448951721,9.74542555725585e-06,-2.9139179588441e-06,9.70272776546264e-07
0.149050131440163,0,-0.999611556529999,0,0,0
