X,Y,Z,sxx,syy,szz,sxy,syz,sxz,u_x,u_y,u_z
0,0,-1,493474.387658331,1502130.54340368,476146.064348314,276731.87547518,-9575.11531988182,-50181.6648285497,0,0,0
0,0.400000005960464,-1,-18156.8142118453,28867.6988023336,-3128.63972010877,20088.9800606065,1327.07864094869,-445.616980376042,9.8827947493016e-06,2.2283567677404e-06,-1.01315825583874e-06
0.00081475218757987,0,-0.997780978679657,475779.119873693,1416379.84940052,438335.326084531,282210.722002526,-44364.7848824169,-35149.6266416698,0,0,0
0.00081475218757987,0.400000005960464,-0.997780978679657,-15228.1896808323,31183.295415445,-2886.54238896065,19343.7305205842,228.853252798202,-1510.59157184701,9.87032257278421e-06,2.20566765961303e-06,-1.00881191859825e-06
0.00123105233069509,0,-1.00201618671417,355877.655935684,1403381.09802332,332563.698749005,227484.957725446,37537.5649177367,-15866.611337676,0,0,0
0.00123105233069509,0.400000005960464,-1.00201618671417,-20131.0434890935,24845.6990289054,-1726.05022158832,22536.468915402,-2883.87985912451,44.6061648913601,9.8935100624643e-06,2.17505552388396e-06,-1.00625729161647e-06
0.00368607812561095,0,-0.995556771755219,299623.215190288,1178660.28648806,317056.519563303,187809.63874956,-45560.1494272935,19817.5643164875,0,0,0
0.00368607812561095,0.400000005960464,-0.995556771755219,-22096.4136007149,27759.188603791,-3102.40645557803,22430.2332128095,2927.94813748359,-2664.34289549923,9.85698004107167e-06,2.10607244913664e-06,-9.9309661289204e-07
0.00444133579730988,0,-1.00365805625916,347872.056683872,1221690.04666124,418935.052808171,184138.377894721,102542.689400351,19666.0411754077,0,0,0
0.00444133579730988,0.400000005960464,-1.00365805625916,-29905.8046686398,15810.5636911496,-3951.85167350646,34281.1244313684,-5756.73097194594,1678.96004428479,9.90137406655972e-06,2.04987615608172e-06,-9.88678954840207e-07
0.00855142809450626,0,-0.993418037891388,311784.545979925,1017918.41821391,264074.426491475,161855.704253379,-44950.5624338672,5060.25031011807,0,0,0
0.00855142809450626,0.400000005960464,-0.993418037891388,-39988.7296179077,13839.9598759967,-5905.36172793739,36574.4399549149,4473.17076118334,-2329.58958095708,9.84275655574587e-06,1.93387416086501e-06,-9.65733647055469e-07
0.015288763679564,0,-0.991488456726074,272322.56888827,886258.071863581,236583.020246184,118433.459530157,-78153.5163933477,6631.30300316144,0,0,0
0.015288763679564,0.400000005960464,-0.991488456726074,-46055.8761079804,7162.66534431873,-4787.26650147241,42176.1435282484,4410.03405893632,-2458.08001133843,9.82818860345956e-06,1.69492601720645e-06,-9.28101131674832e-07
0.14087601006031,0,-1.00083696842194,-490030.740159402,-1499627.13626456,-538888.627235736,299796.5828386,-19982.7389808466,9610.30843695318,0,0,0
0.14087601006031,0.400000005960464,-1.00083696842194,27054.0814675192,-16008.9948044603,2133.53397630312,39555.0584792739,1330.66850111537,260.286367062596,9.87270617012588e-06,-2.71164976913541e-06,-1.91305364147208e-07
0.141045048832893,0,-0.998018264770508,-395141.737931352,-1547236.35129466,-269769.989736743,298167.910975044,-16119.0104782237,27573.3361801045,0,0,0
