X,Y,Z,u_x,u_y,u_z
0,0,-1,0,0,0
0,0.400000005960464,-1,9.86376575581747e-06,2.22321950267238e-06,-1.08750484477674e-06
0.00034800247522071,0,-1.0010279417038,0,0,0
0.00034800247522071,0.400000005960464,-1.0010279417038,9.86954926413363e-06,2.20620023130604e-06,-1.08545919958882e-06
0.00117443001363426,0,-1.0019690990448,0,0,0
0.00117443001363426,0.400000005960464,-1.0019690990448,9.87462536419305e-06,2.1716505076447e-06,-1.08075175311552e-06
0.00247188191860914,0,-1.00282144546509,0,0,0
0.00247188191860914,0.400000005960464,-1.00282144546509,9.87904721876265e-06,2.11998861506332e-06,-1.07343095674583e-06
0.00422998797148466,0,-1.00358319282532,0,0,0
0.00422998797148466,0.400000005960464,-1.00358319282532,9.88283579492286e-06,2.05167274611531e-06,-1.06348478698843e-06
0.00556751666590571,0,-0.994607210159302,0,0,0
0.00556751666590571,0.400000005960464,-0.994607210159302,9.83144993898542e-06,2.03594042382854e-06,-1.05608577477844e-06
0.00643556658178568,0,-1.00425255298615,0,0,0
0.00643556658178568,0.400000005960464,-1.00425255298615,9.88579051002559e-06,1.96767426018721e-06,-1.0511383751478e-06
0.0081087863072753,0,-0.99357682466507,0,0,0
0.0081087863072753,0.400000005960464,-0.99357682466507,9.82419861268238e-06,1.94619537072405e-06,-1.04152759966431e-06
0.141327738761902,0,-1.00080537796021,0,0,0
0.141327738761902,0.400000005960464,-1.00080537796021,9.85378990410794e-06,-2.72321544335352e-06,-2.37042555047087e-07
0.141490653157234,0,-0.99810379743576,0,0,0
0.141490653157234,0.400000005960464,-0.99810379743576,9.83748184241154e-06,-2.72567379929587e-06,-2.36223354244141e-07
0.143935680389404,0,-1.00062203407288,0,0,0
0.143935680389404,0.400000005960464,-1.00062203407288,9.85360169913259e-06,-2.8172428344011e-06,-2.21365333913603e-07
0.144061222672462,0,-0.998604416847229,0,0,0
0.144061222672462,0.400000005960464,-0.998604416847229,9.84144788332993e-06,-2.81943015067792e-06,-2.20655215693185e-07
0.146094247698784,0,-1.0004688501358,0,0,0
0.146094247698784,0.400000005960464,-1.0004688501358,9.85331793426636e-06,-2.89557082108581e-06,-2.08381453023452e-07
0.146186217665672,0,-0.99902755022049,0,0,0
0.146186217665672,0.400000005960464,-0.99902755022049,9.84459649663505e-06,-2.897331185915e-06,-2.0778238566784e-07
0.147788688540459,0,-1.00034749507904,0,0,0
0.147788688540459,0.400000005960464,-1.00034749507904,9.85295030079092e-06,-2.9574596001958e-06,-1.9815842959288e-07
0.147852584719658,0,-0.999365448951721,0,0,0
0.147852584719658,0.400000005960464,-0.999365448951721,9.84700182579106e-06,-2.95869202329568e-06,-1.97725429868365e-07
0.149050131440163,0,-0.999611556529999,0,0,0
0.149050131440163,0.400000005960464,-0.999611556529999,9.84870986654429e-06,-3.00286162997331e-06,-1.90519971917646e-07
0.149741992354393,0,-1.00020635128021,0,0,0
0.149741992354393,0.400000005960464,-1.00020635128021,9.8524056817005e-06,-3.02903527983423e-06,-1.86397851672221e-07
0.150012567639351,0,-0.999811410903931,0,0,0
0.150012567639351,0.400000005960464,-0.999811410903931,9.85006055576662e-06,-3.0385365592621e-06,-1.84763306818868e-07
0.00203121704577271,0,-0.996644970194647,0,0,0
0.00556751666590571,0.00512820520462135,-0.994607210159302,3.03638137686732e-08,5.30655984856053e-08,-1.17065398305807e-08
0.00556751666590571,0.0102564104092427,-0.994607210159302,5.59279434697932e-08,1.06298676760586e-07,-1.24431801661327e-08
0.00556751666590571,0.0153846156138641,-0.994607210159302,8.06413978050944e-08,1.57910770473703e-07,-1.38095580712938e-08
0.00556751666590571,0.0205128208184854,-0.994607210159302,1.06664148658997e-07,2.07898691536512e-07,-1.66362777140947e-08
0.00556751666590571,0.0256410260231068,-0.994607210159302,1.35176738048046e-07,2.56525767060477e-07,-2.04383495044328e-08
0.00556751666590571,0.0307692312277281,-0.994607210159302,1.6709733785479e-07,3.0440440919653e-07,-2.51125096959676e-08
0.00556751666590571,0.0358974364323495,-0.994607210159302,2.02453551510621e-07,3.51573000967066e-07,-3.01313997627764e-08
0.00556751666590571,0.0410256416369708,-0.994607210159302,2.41258529036023e-07,3.98526133740431e-07,-3.60383667191607e-08
0.00556751666590571,0.0461538468415922,-0.994607210159302,2.84260900090949e-07,4.44139901817875e-07,-4.24676455619822e-08
0.00556751666590571,0.0512820520462135,-0.994607210159302,3.31237209614062e-07,4.89351861178072e-07,-4.92477853169859e-08
0.00556751666590571,0.0564102572508349,-0.994607210159302,3.81785608404298e-07,5.34114498840968e-07,-5.63397849154308e-08
0.00556751666590571,0.0615384624554562,-0.994607210159302,4.36562957673124e-07,5.78503167677463e-07,-6.40477635914707e-08
0.00556751666590571,0.0666666676600776,-0.994607210159302,4.95001026089769e-07,6.2207903919846e-07,-7.19559527535934e-08
0.00556751666590571,0.0717948728646989,-0.994607210159302,5.57573653636369e-07,6.6483197405681e-07,-8.03707324081372e-08
0.00556751666590571,0.0769230780693202,-0.994607210159302,6.23568864808888e-07,7.06558564842655e-07,-8.91210878119739e-08
0.00556751666590571,0.0820512832739416,-0.994607210159302,6.93303306500796e-07,7.48166840970911e-07,-9.79598668851378e-08
0.00556751666590571,0.0871794884785629,-0.994607210159302,7.66637761645419e-07,7.89324893930166e-07,-1.07451975933585e-07
0.00556751666590571,0.0923076936831843,-0.994607210159302,8.43846709350102e-07,8.29199425458172e-07,-1.17009565886312e-07
0.00556751666590571,0.0974358988878056,-0.994607210159302,9.24415698915325e-07,8.68731135950448e-07,-1.26821996215411e-07
0.00556751666590571,0.102564104092427,-0.994607210159302,1.0083783634281e-06,9.07795534066471e-07,-1.37221334828988e-07
0.00556751666590571,0.107692309297048,-0.994607210159302,1.09596317714048e-06,9.45732817423135e-07,-1.47611721728406e-07
0.00556751666590571,0.11282051450167,-0.994607210159302,1.18666297556145e-06,9.83421822330471e-07,-1.58582243037218e-07
0.00556751666590571,0.117948719706291,-0.994607210159302,1.28084751633327e-06,1.0202669814013e-06,-1.69757408328417e-07
0.00556751666590571,0.123076924910912,-0.994607210159302,1.37823407030367e-06,1.05643884962113e-06,-1.81062071361212e-07
0.00556751666590571,0.128205130115534,-0.994607210159302,1.47865900792195e-06,1.09149319570976e-06,-1.92559196698101e-07
0.00556751666590571,0.133333335320155,-0.994607210159302,1.58247107925351e-06,1.12630164689321e-06,-2.04383259315731e-07
0.00556751666590571,0.138461540524776,-0.994607210159302,1.68913589118166e-06,1.16047805336724e-06,-2.16336062410937e-07
