X,Y,Z,u_x,u_y,u_z,sxx,syy,szz,sxy,sxz,syz
0.000971230329014361,0,-1.0025942325592,0,0,0,388655.532302179,1116724.18862078,338640.039772339,208448.748093834,-28584.0439252283,-20741.905837288
0.000971230329014361,0.400000005960464,-1.0025942325592,7.88012985900306e-06,1.75949774391986e-06,-2.25649185961247e-08,-10413.3319772349,27657.6042626737,-2119.69423510625,13004.8416458033,340.899943290118,1107.81347983932
0.00217936374247074,0,-1.00381183624268,0,0,0,289501.297737397,1042633.8728722,237541.088135156,166483.784905261,-5066.03811041393,14662.0800728908
0.00217936374247074,0.400000005960464,-1.00381183624268,7.87993705708179e-06,1.72325612546235e-06,-2.2422843630984e-08,-12382.7693708804,25920.9973741616,-1756.32392157147,13228.3333671133,538.738237965845,150.523580217443
0.00385976675897837,0,-1.00496757030487,0,0,0,328349.193737626,1031825.33031619,347260.158938397,170934.771834925,23525.4886580786,55621.5144856266
0.00385976675897837,0.400000005960464,-1.00496757030487,7.87948261486726e-06,1.67323550340951e-06,-2.2342052535811e-08,-18205.1035782885,20056.1419082628,-1598.4330676467,18071.2988969791,1473.28986360472,-3891.7745929406
0.00600154185667634,0,-1.00605261325836,0,0,0,256755.189495088,903928.082034848,309536.013993512,128241.581644559,17443.6914588936,62393.341173599
0.00600154185667634,0,-0.993947327136993,0,0,0,224104.44340187,908917.779247708,256843.599781306,127647.271413275,4950.06922895653,-41503.0461436357
0.00600154185667634,0.400000005960464,-1.00605261325836,7.87885221931778e-06,1.60994019806758e-06,-2.24131388082831e-08,-25537.3910688422,14196.0073675421,-3117.53939977197,23234.0952002532,1049.52297673055,-4558.48397603956
0.00600154185667634,0.400000005960464,-0.993947327136993,7.87859554206728e-06,1.6119530485765e-06,-2.26347743889341e-08,-18075.1161682358,18540.0978021575,-2300.14700310845,19062.1605536183,-475.60541670364,3680.47828811992
0.00859079789370298,0,-0.992942273616791,0,0,0,246373.634239128,793757.388016066,217852.617895386,118595.429779185,-14.0528575655871,-44640.5751026113
0.00859079789370298,0.400000005960464,-0.992942273616791,7.87764288093227e-06,1.53611674244379e-06,-2.23289315520126e-08,-28631.1657482324,11404.7867214737,-4159.10974026636,28453.0790186219,-1223.79478816789,2765.02853611344
0.141409203410149,0,-1.00169157981873,0,0,0,-332712.884720863,-1229620.42628249,-273397.0146193,221913.016112845,7564.60120524631,-178.839176574756
0.141409203410149,0,-0.998308420181274,0,0,0,-380366.37784,-1296222.76169582,-452679.067674673,215792.56472951,-9060.37408403508,35678.8696521056
0.141409203410149,0.400000005960464,-1.00169157981873,7.86843725771262e-06,-2.17558762435805e-06,-1.65406806792486e-08,22427.2227295073,-16603.4844374801,3133.82004717106,29755.043686328,919.490998205645,-734.845190295086
0.141409203410149,0.400000005960464,-0.998308420181274,7.86802191595037e-06,-2.17502225058649e-06,-1.65872312787225e-08,22821.6479645456,-16377.9139929935,813.48297654326,29112.4277675257,399.802302403873,-857.416667162106
0.143998458981514,0,-1.00126349925995,0,0,0,-356819.247557427,-1364166.91841482,-271811.933050296,255857.530908985,11340.9804899097,-6127.44369454737
0.143998458981514,0,-0.998736500740051,0,0,0,-472902.21767989,-1460145.89809685,-521922.99125972,268789.753844093,-438.650544675855,26693.2733834897
0.143998458981514,0.400000005960464,-1.00126349925995,7.86903714001296e-06,-2.25019315529177e-06,-1.61846900730441e-08,16650.7771238338,-20136.172902895,2708.61459264793,23781.7966615888,1923.85120559481,-1270.12591810312
0.143998458981514,0.400000005960464,-0.998736500740051,7.86873998863713e-06,-2.2497569316096e-06,-1.61740122282248e-08,17148.0177129586,-19689.9798570088,49.3851247339846,22755.391035151,964.581953827459,-674.832467650807
0.146140232682228,0,-1.00090265274048,0,0,0,-427313.383373402,-1475047.84100233,-305025.338920941,298551.60382107,14712.0688241935,-13312.9608424844
0.146140232682228,0,-0.999097406864166,0,0,0,-461188.196562913,-1521645.93038172,-449712.002599642,285840.647484561,20230.3453338005,-12032.1906575511
0.146140232682228,0.400000005960464,-1.00090265274048,7.86946403028152e-06,-2.31219405264038e-06,-1.59060976672364e-08,13112.6311574751,-22806.1028698399,2358.86053152172,18809.0419577365,888.428321671664,-730.427546831672
0.146140232682228,0.400000005960464,-0.999097406864166,7.86926058024379e-06,-2.3119180356162e-06,-1.58758560416978e-08,14549.9817678057,-22019.7789551225,-341.637118768275,19045.5738203395,441.606522486944,-1043.51309224304
0.147820636630058,0,-1.00061511993408,0,0,0,-497005.183457701,-1576692.3881401,-417718.417680096,324517.166454892,11179.1002571554,4.04720320588967
0.147820636630058,0,-0.999384939670563,0,0,0,-482043.332183204,-1587270.76927654,-426310.424001917,300492.894883305,21487.2328710561,-23305.0623282808
0.147820636630058,0.400000005960464,-1.00061511993408,7.86974926864907e-06,-2.361152465646e-06,-1.57562328155375e-08,9078.34514224409,-27066.6784478599,2406.56947402772,12621.4764968981,566.803631442113,823.147744966213
0.147820636630058,0.400000005960464,-0.999384939670563,7.86966259000819e-06,-2.36085493333513e-06,-1.57017734586468e-08,11428.5326563145,-25053.5748837427,231.825811126469,14627.8020672973,552.390922670782,-75.1458327057489
0.149028763175011,0,-0.99959409236908,0,0,0,-485349.16190868,-1654286.82161962,-472183.692137127,294619.633270035,24404.8845827313,-11073.0079672164
0.149028763175011,0.400000005960464,-0.99959409236908,7.86987940974895e-06,-2.39626923969471e-06,-1.56042671888256e-08,5860.14210269782,-29094.0829814133,-225.062807869438,8939.09399288474,734.296292040588,107.274823855001
0.14975680410862,0,-1.00027883052826,0,0,0,-434588.680635182,-1625259.94940532,-351556.156391295,290486.807404646,49712.9945203516,-33947.938031988
