X,Y,Z,sigma_x,sigma_y,sigma_z,u
0,0,-1,8495124.65776086,24299432.1225477,7178375.99140233,0
0,0.400000005960464,-1,-359208.151341002,597968.183265916,-262136.211853506,0.000185922140475013
0.000443277152953669,0,-0.993898570537567,6034131.44963534,22632532.2830332,6590656.73313944,0
0.000443277152953669,0.400000005960464,-0.993898570537567,-306952.621742463,679622.740176157,-252070.256359552,0.000185772808502703
0.00307089020498097,0,-0.988137423992157,5677636.51581415,19832045.937191,5888624.66563337,0
0.00307089020498097,0.400000005960464,-0.988137423992157,-473896.104546574,498096.650930948,-255098.03080182,0.000185293044294989
0.00790064688771963,0,-0.98293274641037,5078462.7539065,18190374.8812765,5491330.90396434,0
0.00790064688771963,0.400000005960464,-0.98293274641037,-491448.817467625,510988.141632398,-160535.059529816,0.000184537165621152
0.0148565638810396,0,-0.978577494621277,4811835.28612342,15496158.0675272,4184944.57823262,0
0.0148565638810396,0.400000005960464,-0.978577494621277,-637524.716135614,254220.190612718,-121445.095221313,0.000183595086783645
0.0237561129033566,0,-0.975380003452301,3898565.766812,13108220.6481266,3710794.49819235,0
0.0237561129033566,0.400000005960464,-0.975380003452301,-766617.873498745,140608.270194641,-97309.6617866627,0.000182608119694871
0.140868082642555,0,-1.00378179550171,-9819011.07605313,-28196854.3806428,-9462706.01743061,0
0.140868082642555,0.400000005960464,-1.00378179550171,519986.987745786,-408766.255087964,80777.5532187204,0.0001876717864642
0.141052976250648,0,-0.99578320980072,-7742348.79355876,-28535526.6479362,-6424451.02430596,0
0.141052976250648,0.400000005960464,-0.99578320980072,593055.365470385,-341510.330373358,74227.8710181589,0.000187778950875304
0.145884990692139,0,-1.00202393531799,-10529354.9335639,-32041788.7436397,-10959650.7465658,0
0.145884990692139,0.400000005960464,-1.00202393531799,296296.714483694,-528057.897650192,44554.1478333998,0.000188620397547346
0.145987585186958,0,-0.997776329517365,-8521984.92259234,-33367828.2762395,-6803034.53443314,0
0.145987585186958,0.400000005960464,-0.997776329517365,244554.868889527,-526532.071842754,15297.6204121658,0.000188680975806193
0.148953795433044,0,-1.00091469287872,-11922574.3992623,-36611890.6926076,-12209398.7274742,0
0.148953795433044,0.400000005960464,-1.00091469287872,157239.324821194,-682483.990167818,35622.8289046085,0.000189229382034257
0.149000406265259,0,-0.999034404754639,-10111184.0275277,-36622517.2751027,-7643863.22897999,0
0.149000406265259,0.400000005960464,-0.999034404754639,102357.965565556,-696919.313197533,-2472.87667105399,0.000189256157026937
0.150013387203217,0,-0.999464690685272,-11997638.422387,-37990882.1363705,-9522843.36526407,0
