X,Y,Z,u_x,u_y,u_z
0.000404881895519793,0,-0.994051456451416,0,0,0
0.000404881895519793,0.400000005960464,-0.994051456451416,3.45962773309946e-06,7.74390424520044e-07,2.07161660367607e-07
0.00138152972795069,0,-0.991186618804932,0,0,0
0.00138152972795069,0.400000005960464,-0.991186618804932,3.4592574912799e-06,7.59461026303826e-07,2.06991946748725e-07
0.00288236141204834,0,-0.988421618938446,0,0,0
0.00288236141204834,0.400000005960464,-0.988421618938446,3.45878910374938e-06,7.37782509532974e-07,2.0688173100678e-07
0.0105050383135676,0,-0.981025278568268,0,0,0
0.0105050383135676,0.400000005960464,-0.981025278568268,3.45667756412348e-06,6.34766213057951e-07,2.07313031276341e-07
0.0140497144311666,0,-0.978975892066956,0,0,0
0.0140497144311666,0.400000005960464,-0.978975892066956,3.45591116952242e-06,5.88030532759627e-07,2.07661822013946e-07
0.0180630031973124,0,-0.977194786071777,0,0,0
0.0180630031973124,0.400000005960464,-0.977194786071777,3.45498877395847e-06,5.35934077332849e-07,2.08100839676068e-07
0.14132022857666,0,-1.00362610816956,0,0,0
0.14132022857666,0.400000005960464,-1.00362610816956,3.45456167440843e-06,-9.50634472869627e-07,2.15387582970715e-07
0.141498178243637,0,-0.9959596991539,0,0,0
0.141498178243637,0.400000005960464,-0.9959596991539,3.45409239063393e-06,-9.59345650295055e-07,2.15423522576329e-07
0.143930464982986,0,-1.00271677970886,0,0,0
0.143930464982986,0.400000005960464,-1.00271677970886,3.45486361883343e-06,-9.84504725575601e-07,2.15522297645267e-07
0.144066452980042,0,-0.996990621089935,0,0,0
0.144066452980042,0.400000005960464,-0.996990621089935,3.45456399322617e-06,-9.9097453658274e-07,2.15559125360691e-07
0.146090745925903,0,-1.00195038318634,0,0,0
0.146090745925903,0.400000005960464,-1.00195038318634,3.45505580836349e-06,-1.01268704940381e-06,2.15616624731371e-07
0.146189719438553,0,-0.997859716415405,0,0,0
0.146189719438553,0.400000005960464,-0.997859716415405,3.45481163125874e-06,-1.01730310428108e-06,2.15676220086444e-07
0.147854849696159,0,-0.998552262783051,0,0,0
