X,Y,Z,u_x,u_y,u_z,sxx,syy,szz,sxy,sxz,syz
0,0,-1,0,0,0,338489.180033698,1276452.11218874,405468.746348348,138615.112759251,-62794.6814745167,-27918.6371004514
0,0.400000005960464,-1,9.74316262101954e-06,2.21057185763659e-06,1.22679477157613e-07,-6332.11550110862,38909.0305134618,-1001.5685154585,8167.76067328034,2567.3803764474,2516.76288750102
0.000243201895500533,0,-1.0010575056076,0,0,0,288599.831919351,1254907.80200272,316022.113144284,130872.99252403,-51062.1613074488,-29522.4237378016
0.000243201895500533,0.400000005960464,-1.0010575056076,9.74376424167952e-06,2.20166326512764e-06,1.22920914610116e-07,-6137.5179129022,37859.3002730153,1573.15331505702,8481.71354134963,786.299633609276,3326.77063572282
0.000971230329014361,0,-1.00207543373108,0,0,0,309444.975925465,1242140.45776369,287458.539382564,153001.67579263,-47506.9611818469,-35403.9368220413
0.000971230329014361,0.400000005960464,-1.00207543373108,9.7442219197943e-06,2.17502904250159e-06,1.23395204039158e-07,-9375.34829869767,34063.354094537,2064.96398226979,10206.4664524933,-495.658884855991,3318.08074755722
0.00217936374247074,0,-1.003049492836,0,0,0,310358.856271854,1209727.97952333,304809.66565065,164478.115562017,-42839.133671933,-37418.0053489933
0.00217936374247074,0.400000005960464,-1.003049492836,9.74452331942703e-06,2.13087132800255e-06,1.24078683887426e-07,-12834.4760998809,28956.6027597062,965.237411807271,13375.5337128574,-1361.73473922431,3502.96354570306
0.00385976675897837,0,-1.00397408008575,0,0,0,321867.442579254,1222410.04364637,263545.494642943,181579.465159796,-56105.260004308,-50394.895552986
0.00385976675897837,0,-0.99602597951889,0,0,0,388863.124309774,1196226.67292345,434179.689865663,189468.70544824,-5374.7147834974,-20062.9470701905
0.00385976675897837,0.400000005960464,-1.00397408008575,9.74453997683761e-06,2.06974213164847e-06,1.24929592547099e-07,-18792.2509556933,24140.185706853,-824.755615657754,17054.858120613,-1029.65712550001,2538.43165756221
