X,Y,Z,sxx,syy,szz,sxy,syz,sxz,u_x,u_y,u_z
0,0,-1,547814.648457534,1584088.56923986,528413.059805091,307630.617653293,-60867.6022081518,-42925.021377224,0,0,0
0,0.400000005960464,-1,-19465.0184201042,29772.5497700187,-5210.13784064209,23797.4894796207,1011.28058275998,-1418.24506576255,9.89511246813932e-06,2.24366277342024e-06,9.14411413913951e-09
0.00102290220092982,0,-1.00212776660919,431967.652528476,1506477.71815628,393937.699643209,259987.759910161,13725.3993136809,-12602.6344118258,0,0,0
0.00102290220092982,0.400000005960464,-1.00212776660919,-18248.6260349151,28814.8472714392,-2910.68082632031,25489.6196925857,-3344.44623655988,1079.30609980988,9.89502385050692e-06,2.20534563608849e-06,9.45606580266123e-09
0.00406370684504509,0,-1.00406813621521,394286.678994079,1320321.32964037,448701.765348562,216184.036243859,96122.5091010582,29546.9521865775,0,0,0
0.00406370684504509,0,-0.995931804180145,331920.363218173,1207224.88584553,306749.218406708,208827.023254948,-69610.4491650251,4574.42699498743,0,0,0
0.00406370684504509,0.400000005960464,-1.00406813621521,-28930.8844796931,18254.7518500482,-4451.03564995135,32026.5723544715,-5996.23796837359,2423.17386763193,9.89414273156375e-06,2.09192650149859e-06,9.69997165400371e-09
0.00406370684504509,0.400000005960464,-0.995931804180145,-29909.6327366184,15062.271494469,-5901.20388507002,31990.5027630613,1482.12780910247,-3329.11864800054,9.89338332854279e-06,2.09096573541999e-06,9.37149452121653e-09
0.00903946906328201,0,-0.994233191013336,344712.276660778,1059539.04460787,380981.614178817,164884.843877529,-127315.869882929,1008.46312663401,0,0,0
0.00903946906328201,0.400000005960464,-0.994233191013336,-38890.7451909625,9909.55385759353,-5351.00327116002,39938.187714908,4696.40743694603,-3881.05566603872,9.89074188107254e-06,1.9073044710797e-06,1.00259578330479e-08
0.0158144626766443,0,-0.992842137813568,292830.598775936,884079.324680258,305656.284226519,106965.501548156,-120207.765650394,-1080.44712169491,0,0,0
0.0158144626766443,0.400000005960464,-0.992842137813568,-47567.071664161,6563.68816302645,-3242.00400561194,46238.759368882,4764.66974462047,-4786.18119940775,9.88699788033303e-06,1.66033990794425e-06,1.0952318203373e-08
0.140960529446602,0,-1.00141191482544,-483761.845532228,-1557464.49981157,-421877.61619287,315569.877414986,-28721.8193231338,4728.2140105349,0,0,0
0.140960529446602,0,-0.998588085174561,-438723.203248779,-1552916.13973575,-343978.248754735,310216.149607813,17222.6422673801,9874.22838097928,0,0,0
0.140960529446602,0.400000005960464,-1.00141191482544,33041.7832266668,-12485.9513055068,2685.29548813739,39336.4613404034,370.662787794698,-63.2285995196917,9.87959893992156e-06,-2.71656973129286e-06,1.88147911064037e-08
0.140960529446602,0.400000005960464,-0.998588085174561,34316.8575087662,-12738.6896392781,2294.73896465387,41102.343730326,-477.133599979572,411.254546410149,9.87905288583241e-06,-2.71662470531111e-06,1.86845652825737e-08
0.145936295390129,0,-1.00074982643127,-571753.493264917,-1862670.17345812,-506498.64345694,394721.947850637,10566.5337432016,-4970.54677228016,0,0,0
