X,Y,Z,sigma_x,sigma_y,sigma_z,u
0,0,-1,9219965.72888781,26446643.145209,7583972.66884239,0
0,0.400000005960464,-1,-344770.199208385,563593.952359295,-59733.5377531598,0.000186364443832495
0.00102290220092982,0,-1.00212776660919,9194918.06175787,27105199.6557977,8472132.82409943,0
0.00102290220092982,0.400000005960464,-1.00212776660919,-321275.240920059,545645.776978283,6877.5366825768,0.000186212363338206
0.00406370684504509,0,-1.00406813621521,5807594.08629299,21739352.1724196,6338405.79606189,0
0.00406370684504509,0,-0.995931804180145,5872523.97530848,21526286.7304431,6259509.72721195,0
0.00406370684504509,0.400000005960464,-1.00406813621521,-388364.972277739,395356.860924664,-35708.923844052,0.000185761295221029
0.00406370684504509,0.400000005960464,-0.995931804180145,-310279.331477817,575133.026699198,-29536.7922240853,0.000185736583192019
0.00903946906328201,0,-0.994233191013336,6353058.70189678,18655279.6718667,5561212.72976378,0
0.00903946906328201,0.400000005960464,-0.994233191013336,-641452.451957483,294409.633046126,-58482.1443212933,0.000185034303598711
0.0158144626766443,0,-0.992842137813568,5217414.99268058,15825862.1908335,5293726.91015779,0
0.0158144626766443,0.400000005960464,-0.992842137813568,-830591.925234157,111892.538189662,-63756.8655546489,0.000184157428908685
0.140960529446602,0,-1.00141191482544,-9937044.82345461,-29303819.0639995,-10595033.2496126,0
0.140960529446602,0,-0.998588085174561,-6997521.18642982,-27063869.2409232,-4984305.1203283,0
0.140960529446602,0.400000005960464,-1.00141191482544,445911.565636052,-370118.138435267,58280.8063127028,0.000188202297762449
0.140960529446602,0.400000005960464,-0.998588085174561,574644.500189179,-266868.757317298,32420.0614643989,0.000188200544172102
0.145936295390129,0,-1.00074982643127,-11410583.6262564,-34695044.588326,-12448519.6179373,0
0.145936295390129,0,-0.99925023317337,-7888628.59387038,-32736976.9213819,-5442811.4789708,0
0.145936295390129,0.400000005960464,-1.00074982643127,298362.925919109,-503870.868533374,65320.9280155969,0.000189133011293127
0.145936295390129,0.400000005960464,-0.99925023317337,355942.420598173,-435035.757083228,-18870.0533949602,0.00018913112729616
0.148977100849152,0,-1.00033187866211,-12619455.8457884,-38187041.3803121,-13717754.2510472,0
0.148977100849152,0,-0.999668061733246,-10203506.4437612,-36608667.828952,-7558301.1637473,0
0.148977100849152,0.400000005960464,-1.00033187866211,168297.919292232,-614571.92676267,38356.2128543162,0.000189727996141134
0.148977100849152,0.400000005960464,-0.999668061733246,180056.592464995,-583600.843933869,-14821.1890754134,0.000189727222476221
0.150000005960464,0,-0.999810993671417,-11884849.0259262,-38178831.4714794,-8198542.02706618,0
0.150000005960464,0.400000005960464,-0.999810993671417,88440.6422260024,-660795.109405967,-25660.6815350354,0.000189932383684544
0.00406370684504509,0.00701754396421868,-0.995931804180145,2274370.04530806,20480192.2046713,1870002.77360118,1.63954123490126e-06
0.00406370684504509,0.0140350879284374,-0.995931804180145,436338.993821869,19035470.4060933,205220.929152744,3.09937996531997e-06
0.00406370684504509,0.021052631892656,-0.995931804180145,67585.2164700511,17697028.1990051,699.278103619814,4.52238727795815e-06
0.00406370684504509,0.0280701758568747,-0.995931804180145,38435.4199429117,17366026.1943929,75527.9817249076,5.95843085988993e-06
0.00406370684504509,0.0350877198210934,-0.995931804180145,-8678.99918355467,17310747.4391171,138322.141174327,7.46712084549475e-06
0.00406370684504509,0.0421052637853121,-0.995931804180145,-55082.4391816235,17076561.6220669,52581.6727482686,9.00455678875806e-06
0.00406370684504509,0.0491228077495307,-0.995931804180145,2033.47165299673,16697804.1553444,104053.226284915,1.0589809361167e-05
0.00406370684504509,0.0561403517137494,-0.995931804180145,11074.7200581499,16382701.702726,193437.104264736,1.22582773461623e-05
0.00406370684504509,0.0631578956779681,-0.995931804180145,802.757309123641,16065262.0416092,142308.693320668,1.40008846076694e-05
0.00406370684504509,0.0701754396421868,-0.995931804180145,5270.05568288895,15721937.1649328,120513.865339179,1.58201324478586e-05
0.00406370684504509,0.0771929836064054,-0.995931804180145,-4324.19085609633,15395238.9618861,122981.930799001,1.77223197746853e-05
0.00406370684504509,0.0842105275706241,-0.995931804180145,-6256.54665146722,15083481.269231,118091.001483591,1.97121582249283e-05
0.00406370684504509,0.0912280715348428,-0.995931804180145,15322.9856233594,14745482.0614648,119718.67691925,2.17887532891539e-05
0.00406370684504509,0.0982456154990615,-0.995931804180145,7933.99494033982,14466090.1953584,122833.809264181,2.39583206805011e-05
0.00406370684504509,0.10526315946328,-0.995931804180145,56339.3946748697,13904290.2255529,129400.418949987,2.62243784306148e-05
0.00406370684504509,0.112280703427499,-0.995931804180145,-21518.1398616675,13517619.8224617,89058.2231821558,2.85715140426586e-05
0.00406370684504509,0.119298247391717,-0.995931804180145,-17736.829176527,13483269.1830196,50221.5855043903,3.10287262474675e-05
0.00406370684504509,0.126315791355936,-0.995931804180145,-22413.6120502229,12646478.6694975,76312.8046941101,3.35456747487767e-05
0.00406370684504509,0.133333335320155,-0.995931804180145,-44738.2386181494,12697083.5508968,122905.100243621,3.61948643663445e-05
0.00406370684504509,0.140350879284373,-0.995931804180145,-11451.2899776071,12143146.7467594,101714.827584606,3.88988811336201e-05
0.00406370684504509,0.147368423248592,-0.995931804180145,69779.2129786382,11989615.1359377,109746.1222921,4.16960495684388e-05
0.00406370684504509,0.154385967212811,-0.995931804180145,52447.6911803288,11649939.6458633,120348.965441999,4.46130537523919e-05
0.00406370684504509,0.16140351117703,-0.995931804180145,-4992.63411275204,11196228.0091596,72607.6911794455,4.76043655131644e-05
0.00406370684504509,0.168421055141248,-0.995931804180145,-35021.0263267097,11086739.6479734,29300.2610607957,5.06868019212403e-05
0.00406370684504509,0.175438599105467,-0.995931804180145,-19799.0780363204,10369337.8844674,59453.5362694161,5.38277380985028e-05
0.00406370684504509,0.182456143069686,-0.995931804180145,-26856.2325159747,10459597.3618423,60815.8324273373,5.70803090448843e-05
0.00406370684504509,0.189473687033904,-0.995931804180145,-499.786141497782,10147350.740714,84362.4220459415,6.04035335281801e-05
0.00406370684504509,0.196491230998123,-0.995931804180145,4736.09417138086,9731874.97577985,105921.877963566,6.38047273308122e-05
0.00406370684504509,0.203508774962342,-0.995931804180145,-11475.2463279986,9404975.39700551,58414.7036417187,6.7275779739651e-05
0.00406370684504509,0.21052631892656,-0.995931804180145,-17294.7212677074,8971291.54229351,92330.1077892985,7.08318367937735e-05
0.00406370684504509,0.217543862890779,-0.995931804180145,24680.4554768011,8832038.5680453,93830.1170343398,7.44478021043862e-05
0.00406370684504509,0.224561406854998,-0.995931804180145,-6742.66635098704,8386694.78268684,73271.9194628019,7.81343721559679e-05
0.00406370684504509,0.231578950819216,-0.995931804180145,-2638.99190954911,8036992.15469687,61578.0057057128,8.18891516588433e-05
0.00406370684504509,0.238596494783435,-0.995931804180145,-14608.7578206075,7831711.44223651,70333.5158167756,8.57066223307901e-05
0.00406370684504509,0.245614038747654,-0.995931804180145,-12930.4196980235,7501533.75178969,61184.8268281934,8.95881168943404e-05
0.00406370684504509,0.252631582711872,-0.995931804180145,-22730.7785690555,7123058.40419339,25107.3543544612,9.35310996052418e-05
0.00406370684504509,0.259649126676091,-0.995931804180145,-15520.2983439408,6778660.19079913,27642.1967435163,9.75242032385608e-05
0.00406370684504509,0.26666667064031,-0.995931804180145,19298.551784538,6354430.74032713,63886.5488511997,0.000101572796639472
0.00406370684504509,0.273684214604528,-0.995931804180145,-23428.5290484877,5912217.82052971,25134.4148986549,0.000105676140551481
0.00406370684504509,0.280701758568747,-0.995931804180145,-18762.0921853187,5754997.78157926,5175.7007079965,0.000109829914670948
0.00406370684504509,0.287719302532966,-0.995931804180145,-16567.3446381557,5241190.60203533,22469.9122023431,0.000114013003234071
0.00406370684504509,0.294736846497184,-0.995931804180145,-16351.7985276339,5114656.66194651,19484.0231068782,0.000118262530059943
0.00406370684504509,0.301754390461403,-0.995931804180145,-19900.0491694988,4646618.35880844,24705.2537157841,0.000122537697292774
0.00406370684504509,0.308771934425622,-0.995931804180145,2536.40620548243,4394600.2843564,15185.8781553339,0.000126853067452938
0.00406370684504509,0.31578947838984,-0.995931804180145,9284.26225343015,3990805.23280391,18368.4429492773,0.00013120470416452
0.00406370684504509,0.322807022354059,-0.995931804180145,-26.0442251415807,3830170.77026125,13688.5418625129,0.000135600804820073
