X,Y,Z,sigma_x,sigma_y,sigma_z,u
0,0,-1,7622475.8588925,24131325.7904502,7994911.55289802,0
0,0.400000005960464,-1,-346944.711460279,574454.455431995,-46905.335737282,0.000185978733198172
0.00102290220092982,0,-1.00212776660919,6376403.79073658,23950913.4233889,5693166.09572287,0
0.00102290220092982,0.400000005960464,-1.00212776660919,-342011.480500498,548715.421095805,-20890.1658817099,0.000185805421807333
0.00406370684504509,0,-1.00406813621521,6637842.74739398,22339599.1775463,7252517.78105967,0
0.00406370684504509,0,-0.995931804180145,6614261.34785763,21510341.5078947,7323592.07913212,0
0.00406370684504509,0.400000005960464,-1.00406813621521,-481188.08312092,455260.234384735,-26699.1293679784,0.000185336577525208
0.00406370684504509,0.400000005960464,-0.995931804180145,-311726.217006174,567867.684414996,-57117.4227966079,0.000185392833895619
0.00903946906328201,0,-0.994233191013336,6287917.14377071,18499851.0495041,6386981.47861806,0
0.00903946906328201,0.400000005960464,-0.994233191013336,-567170.807343741,372467.275267909,-15550.0660400781,0.000184703677593427
0.0158144626766443,0,-0.992842137813568,4880510.35106404,15306567.3426849,5407759.45675313,0
0.0158144626766443,0.400000005960464,-0.992842137813568,-718451.476613979,204104.671394908,-29920.8668920691,0.000183843031035976
0.140960529446602,0,-1.00141191482544,-8215374.68531389,-27126365.2532923,-7292758.66129716,0
0.140960529446602,0,-0.998588085174561,-7337713.09071688,-29303917.1578203,-5663158.73231615,0
0.140960529446602,0.400000005960464,-1.00141191482544,435053.277575281,-422954.787717511,67208.0131639564,0.000187785865815741
0.140960529446602,0.400000005960464,-0.998588085174561,381320.878204188,-429943.702257384,9232.20817644098,0.000187794216114631
0.145936295390129,0,-1.00074982643127,-10950161.5988557,-33032139.4615405,-10414570.2909066,0
0.145936295390129,0,-0.99925023317337,-9516483.40733096,-33821500.8533405,-7220148.90738434,0
0.145936295390129,0.400000005960464,-1.00074982643127,240969.644013656,-573036.252330358,3441.10102998024,0.000188706764618221
0.145936295390129,0.400000005960464,-0.99925023317337,147368.226266833,-616786.437773451,-23268.9618680549,0.000188710137120782
0.148977100849152,0,-1.00033187866211,-10861312.9778044,-36220975.0725134,-10448489.9885106,0
0.148977100849152,0,-0.999668061733246,-11237732.1294375,-36929273.7591734,-9966175.27410761,0
0.148977100849152,0.400000005960464,-1.00033187866211,182791.747053946,-688509.867290548,-14527.7130541049,0.000189297496582452
0.148977100849152,0.400000005960464,-0.999668061733246,166354.918256913,-674837.216235494,3621.06714385209,0.000189297957980559
0.150000005960464,0,-0.999810993671417,-10771856.0639189,-36438096.904941,-7087375.66837776,0
0.150000005960464,0.400000005960464,-0.999810993671417,211828.658704782,-684535.865553138,29932.0490294305,0.000189501183388936
0.00406370684504509,0.00909090922637419,-0.995931804180145,3066715.08311437,20669732.7581411,2951899.7042766,1.97389780259622e-06
0.00406370684504509,0.0181818184527484,-0.995931804180145,258477.292136636,18476880.2803911,289098.042725584,3.84959180022729e-06
0.00406370684504509,0.0272727276791226,-0.995931804180145,-9439.04108139127,17878057.8879141,83216.1749860272,5.73504788314418e-06
0.00406370684504509,0.0363636369054968,-0.995931804180145,-109.5944453259,17406346.6072236,108644.659897471,7.66705095787423e-06
0.00406370684504509,0.045454546131871,-0.995931804180145,161.371673370479,17025870.7834177,116190.184814644,9.68526169472883e-06
0.00406370684504509,0.0545454553582451,-0.995931804180145,-702.81196277705,16647656.0912617,119252.04024471,1.18106410001856e-05
0.00406370684504509,0.0636363645846193,-0.995931804180145,250.96917611151,16246727.0757327,119610.180832289,1.40575775064809e-05
0.00406370684504509,0.0727272738109935,-0.995931804180145,796.478153890232,15829439.8538056,120015.084702563,1.64358616060537e-05
0.00406370684504509,0.0818181830373677,-0.995931804180145,-8226.05074268905,15408357.3500325,115804.450280995,1.89535606745678e-05
0.00406370684504509,0.0909090922637419,-0.995931804180145,-9888.07566496055,14990893.456629,119265.853280002,2.16184522440288e-05
0.00406370684504509,0.100000001490116,-0.995931804180145,-138.939967093989,14556614.6256689,104631.606408694,2.44419903050043e-05
0.00406370684504509,0.10909091071649,-0.995931804180145,-10688.7512897076,14070109.7357591,97036.5306699313,2.74117444883458e-05
0.00406370684504509,0.118181819942865,-0.995931804180145,-11166.4448531372,13659572.9471822,88995.7185404925,3.05386079081725e-05
0.00406370684504509,0.127272729169239,-0.995931804180145,-6339.21368461009,13195331.4329104,88899.9534475012,3.38214141452203e-05
0.00406370684504509,0.136363638395613,-0.995931804180145,-10478.0099746613,12785288.4278653,83999.787682211,3.72572887701587e-05
0.00406370684504509,0.145454547621987,-0.995931804180145,-6632.7288433807,12321469.5203618,83407.9269476053,4.08459264788007e-05
0.00406370684504509,0.154545456848361,-0.995931804180145,-10636.5184355951,11907854.8724135,78062.9025639473,4.45832743596454e-05
0.00406370684504509,0.163636366074735,-0.995931804180145,-7271.18300818978,11445246.4712147,76827.0948626702,4.84677026505079e-05
0.00406370684504509,0.17272727530111,-0.995931804180145,-11045.4507662647,11029497.0115716,71409.8561391118,5.24942789551179e-05
0.00406370684504509,0.181818184527484,-0.995931804180145,-8212.98499361891,10568813.7211032,69748.7471614769,5.6660363672343e-05
0.00406370684504509,0.190909093753858,-0.995931804180145,-11904.3232874614,10150848.890476,64132.4116179859,6.09604738711244e-05
0.00406370684504509,0.200000002980232,-0.995931804180145,-7414.28678279184,9689509.36350175,62027.3461081716,6.53912249086929e-05
0.00406370684504509,0.209090912206606,-0.995931804180145,-8735.36207429995,9267844.01871325,61191.8348915628,6.99460338625014e-05
0.00406370684504509,0.218181821432981,-0.995931804180145,-14779.5254947655,8832388.95639431,53513.0871177772,7.4622304290127e-05
0.00406370684504509,0.227272730659355,-0.995931804180145,-7311.46055381501,8379983.66780554,53646.3191282349,7.94132764960299e-05
0.00406370684504509,0.236363639885729,-0.995931804180145,-11850.958773068,7961484.42910917,47831.7027960191,8.43135960724092e-05
0.00406370684504509,0.245454549112103,-0.995931804180145,-10058.8125574616,7509027.28240767,45610.7803639481,8.93189888144502e-05
0.00406370684504509,0.254545458338477,-0.995931804180145,-13067.6853777893,7088568.43539558,41209.9373911503,9.44230786037348e-05
0.00406370684504509,0.263636367564852,-0.995931804180145,-13015.4037661777,6641008.49426552,36572.1139670783,9.96215472616128e-05
0.00406370684504509,0.272727276791226,-0.995931804180145,-9305.12959740567,6203581.14587487,34489.4187358236,0.000104907322529824
0.00406370684504509,0.2818181860176,-0.995931804180145,-9910.91734772164,5767107.8355954,32811.5745688514,0.000110274824632125
0.00406370684504509,0.290909095243974,-0.995931804180145,-14306.5334109999,5345917.83215491,27769.0618244968,0.000115719060136168
0.00406370684504509,0.300000004470348,-0.995931804180145,-12554.0996591885,4908204.02199875,23976.2764615202,0.000121234935983007
0.00406370684504509,0.309090913696723,-0.995931804180145,-9813.8623488656,4483295.47097341,21975.6919981642,0.000126815590088626
0.00406370684504509,0.318181822923097,-0.995931804180145,-9657.13211822888,4062793.43624299,19656.1100817367,0.000132455650021132
0.00406370684504509,0.327272732149471,-0.995931804180145,-9182.45255529933,3650654.7060382,19753.9162013226,0.000138149400347111
0.00406370684504509,0.336363641375845,-0.995931804180145,-13964.9242337365,3248863.71644443,17203.6323127064,0.000143892334602127
0.00406370684504509,0.345454550602219,-0.995931804180145,-6528.76451421058,2847694.8333575,10157.5506030332,0.000149684302448851
0.00406370684504509,0.354545459828594,-0.995931804180145,-9218.70556227613,2478057.31295184,11239.9304017047,0.000155511201171054
0.00406370684504509,0.363636369054968,-0.995931804180145,-8919.50063276506,2128158.94804168,14240.3217566214,0.000161377975185735
